LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA40430,3,39,49,983,22,1096,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,14,0,4,4,0,22,131,52,46,886,13,1128,7,0,0,0,0,7,6,0,0,8,0,14,14,8,4,169,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6,134,0,166,3,4,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,8,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,14,9,156,5,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,16,32,6,0,13,0,51,4,5,0,42,86,137,232,92,79,1938,127,2468,7,38
LGA40520,45,249,175,3579,132,4180,0,0,0,64,12,76,16,0,0,3,0,19,73,7,5,25,0,110,78,22,11,35,0,146,490,269,207,2792,96,3854,61,0,3,3,10,77,13,4,0,13,0,30,107,52,36,1128,18,1341,382,49,13,158,13,615,40,3,7,20,5,75,76,3,0,5,0,84,63,26,21,487,21,618,110,24,3,126,7,270,11,0,0,0,0,11,26,3,3,20,0,52,5,0,0,0,0,5,0,0,0,0,0,0,9,0,4,12,0,25,17,14,0,7,0,38,36,4,3,38,0,81,7,0,0,6,0,13,0,0,0,0,0,0,88,59,40,507,19,713,5,0,0,0,0,5,11,0,0,3,0,14,7,0,0,3,0,10,3,0,0,0,0,3,0,0,0,0,0,0,8,3,4,29,0,44,233,42,13,98,13,399,49,6,7,194,463,719,1845,540,367,7082,742,10576,65,266
LGA40700,167,1477,1155,9284,184,12267,0,0,0,13,0,13,2789,47,74,31,48,2989,111,20,16,41,0,188,271,86,41,130,12,540,3269,1397,1060,8970,253,14949,122,5,20,3,0,150,109,31,16,93,4,253,583,190,126,1817,35,2751,735,134,71,382,15,1337,148,30,0,23,0,201,717,26,22,20,16,801,589,277,211,2625,58,3760,1818,422,165,992,40,3437,326,0,14,8,3,351,125,28,25,96,6,280,8,0,0,3,0,11,59,14,9,35,5,122,19,7,9,4,0,39,124,36,29,3,7,199,275,48,25,91,7,446,150,10,17,34,0,211,5,0,0,0,0,5,723,327,232,2471,48,3801,62,5,3,21,0,91,193,14,16,5,7,235,56,13,4,21,0,94,230,14,9,8,0,261,160,0,10,0,5,175,123,18,34,122,0,297,2368,284,211,356,53,3272,126,19,20,264,1507,1936,14607,3043,2172,20214,2158,42194,263,1458
LGA40910,359,1261,825,8079,206,10730,3,0,0,44,6,53,2589,49,32,46,49,2765,176,26,9,39,6,256,349,79,35,139,10,612,3017,1123,778,6506,249,11673,259,3,37,0,0,299,87,20,18,47,4,176,633,191,125,1547,27,2523,1049,185,63,490,23,1810,184,25,15,16,4,244,1180,28,5,13,18,1244,524,185,138,1765,42,2654,7908,1131,357,3376,216,12988,544,3,4,3,10,564,242,35,26,34,13,350,19,0,0,3,0,22,116,29,22,60,0,227,20,11,6,5,0,42,81,28,9,12,0,130,389,61,27,89,5,571,186,6,19,15,0,226,14,11,0,0,0,25,603,240,153,1472,24,2492,103,13,4,24,4,148,135,10,0,0,3,148,82,4,3,15,0,104,252,0,7,0,0,259,197,3,11,0,5,216,98,19,24,75,0,216,3128,230,143,293,90,3884,375,54,23,293,1239,1984,22796,3292,1858,18121,2098,48165,506,1337
LGA41010,6,67,60,1294,40,1467,0,3,0,408,12,423,0,0,0,0,0,0,7,4,0,10,0,21,15,11,0,8,0,34,122,77,66,912,25,1202,16,0,4,0,0,20,0,0,0,5,0,5,20,27,4,255,0,306,38,14,0,27,5,84,3,0,0,0,0,3,10,0,0,0,0,10,25,16,5,217,0,263,3,3,0,30,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,3,0,0,0,0,3,7,3,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,31,3,15,165,6,220,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,12,0,23,45,13,13,19,5,95,0,4,0,85,133,222,293,152,107,2711,213,3476,16,73
LGA41060,685,2886,1906,21940,689,28106,0,24,9,295,16,344,2506,53,60,92,57,2768,884,113,44,170,21,1232,611,199,112,242,16,1180,6448,2724,1927,18167,692,29958,676,19,87,9,20,811,150,30,18,187,9,394,1195,405,233,3868,111,5812,4036,590,203,1514,135,6478,268,48,13,60,6,395,2015,20,20,15,36,2106,1119,546,361,4991,128,7145,7968,1441,570,3677,288,13944,101,5,4,6,5,121,190,54,8,67,13,332,345,31,12,79,6,473,373,82,46,136,11,648,108,23,26,10,6,173,200,58,46,12,4,320,1384,167,76,339,26,1992,581,71,43,111,9,815,9,0,0,0,0,9,1470,623,470,4113,117,6793,1359,78,32,81,41,1591,166,12,13,3,0,194,214,38,6,57,7,322,116,7,8,3,4,138,2344,50,41,22,63,2520,225,59,39,231,6,560,6686,691,377,1055,216,9025,909,107,68,971,3748,5803,41079,7227,4287,46382,6002,104977,954,3324
LGA41140,17,207,203,3229,67,3723,0,0,0,7,0,7,11,0,3,6,0,20,4,0,0,3,0,7,54,29,13,41,0,137,622,208,218,2826,55,3929,20,0,3,0,0,23,5,5,0,11,0,21,77,36,31,976,12,1132,10,4,0,12,0,26,9,0,0,4,0,13,14,0,0,0,3,17,89,26,16,720,4,855,29,22,3,52,0,106,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,0,20,12,5,9,3,49,16,3,4,35,0,58,5,0,0,5,0,10,0,0,0,0,0,0,113,44,35,608,11,811,0,0,0,0,0,0,10,0,3,0,0,13,10,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,33,0,59,101,25,25,51,3,205,5,8,4,146,255,418,1054,377,343,6595,373,8742,34,184
LGA41190,3,39,34,825,10,911,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,4,0,9,56,25,25,620,9,735,0,0,5,0,0,5,0,0,0,3,0,3,12,3,0,220,0,235,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,7,90,0,112,4,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,102,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,11,11,0,7,27,0,45,0,0,0,33,30,63,99,59,49,1539,49,1795,0,27
LGA41330,8,36,29,392,13,478,0,0,0,49,0,49,14,0,3,0,0,17,53,7,0,4,0,64,11,5,0,0,0,16,74,34,28,285,8,429,24,0,5,5,0,34,6,0,0,0,0,6,52,7,4,74,3,140,88,11,3,21,0,123,24,0,0,0,0,24,0,0,0,0,0,0,10,8,4,98,0,120,18,9,4,17,0,48,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,3,0,11,14,4,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,10,4,10,52,0,76,22,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3,42,0,0,0,0,0,0,4,7,0,0,0,11,99,5,0,11,3,118,26,0,0,48,163,237,562,91,61,787,198,1699,6,39
LGA41560,29,334,243,5116,174,5896,0,0,0,38,3,41,12,3,3,8,5,31,12,0,0,0,0,12,119,27,25,52,0,223,929,339,288,4273,135,5964,17,0,0,0,0,17,21,0,6,13,0,40,96,52,24,830,22,1024,28,11,5,15,0,59,6,0,0,4,0,10,16,0,0,0,4,20,82,33,27,750,15,907,63,23,8,86,0,180,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,0,0,12,0,30,4,0,0,0,0,4,9,14,3,0,0,26,25,10,3,14,0,52,8,0,4,0,0,12,0,0,0,0,0,0,166,64,48,704,15,997,0,0,0,0,0,0,8,3,0,10,0,21,7,3,0,9,0,19,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,47,0,66,120,28,20,113,11,292,28,12,11,234,316,601,1583,609,460,9659,646,12957,50,324
LGA41750,6,16,13,434,7,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,39,21,19,407,14,500,0,0,0,0,0,0,4,0,0,0,0,4,7,7,4,91,3,112,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,84,0,93,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,97,0,117,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,4,0,21,4,0,0,18,14,36,81,28,30,861,40,1040,4,12
LGA41830,3,26,29,687,23,768,0,0,0,30,5,35,0,0,0,4,0,4,0,0,0,0,0,0,19,5,0,7,0,31,66,31,32,526,14,669,5,0,0,0,0,5,0,0,0,8,0,8,15,12,0,120,0,147,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,11,4,4,173,5,197,0,4,0,14,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,143,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,15,4,0,21,0,40,0,3,0,34,75,112,141,56,52,1331,117,1697,3,24
LGA41960,0,27,25,481,10,543,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,7,0,9,0,26,36,30,16,396,9,487,0,0,0,5,0,5,0,0,0,0,0,0,5,6,3,132,0,146,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,4,4,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,86,0,119,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,4,4,10,0,30,6,0,3,22,85,116,92,52,41,922,106,1213,3,24
LGA42030,113,801,681,6114,173,7882,0,5,8,41,0,54,44,17,8,18,0,87,19,3,8,6,0,36,194,71,48,72,0,385,3147,878,772,4787,202,9786,52,0,8,0,0,60,20,6,7,25,4,62,258,120,101,1489,36,2004,64,14,3,65,3,149,31,9,0,8,0,48,52,6,3,3,0,64,335,107,85,1052,35,1614,338,94,50,258,18,758,5,3,0,0,0,8,12,3,0,10,0,25,5,0,0,0,0,5,49,17,12,26,0,104,20,5,5,0,0,30,44,23,20,8,5,100,79,25,20,51,5,180,33,0,6,6,6,51,6,3,0,0,0,9,465,125,128,907,29,1654,11,0,5,7,0,23,29,0,0,0,0,29,17,3,0,10,0,30,0,4,0,0,3,7,46,0,0,0,0,46,95,15,11,41,0,162,342,71,32,136,14,595,46,26,14,256,705,1047,5114,1471,1231,11590,1130,20536,123,885
LGA42110,11,84,81,1536,51,1763,0,0,0,9,0,9,0,0,0,3,0,3,0,0,0,4,0,4,30,6,0,5,0,41,292,89,88,1117,44,1630,17,0,0,0,0,17,5,4,0,13,0,22,44,18,15,663,13,753,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,3,0,10,36,19,10,321,0,386,9,5,3,27,0,44,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10,9,0,4,4,0,17,10,0,0,14,0,24,7,0,0,5,0,12,0,0,0,0,0,0,37,23,25,227,14,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,24,0,33,43,10,18,39,3,113,7,0,0,55,136,198,499,172,163,3093,231,4158,15,104
LGA42250,13,198,112,3233,60,3616,0,0,0,21,0,21,6,0,0,20,0,26,3,3,0,0,0,6,115,40,16,51,0,222,274,156,110,2304,48,2892,17,0,7,0,0,24,10,4,0,8,3,25,53,30,23,511,6,623,14,3,5,18,0,40,9,3,0,7,0,19,3,0,0,0,0,3,42,19,24,618,16,719,72,9,5,47,0,133,4,0,4,0,0,8,0,0,0,3,0,3,3,0,0,0,0,3,14,6,0,9,0,29,4,0,0,0,5,9,17,11,0,0,0,28,19,6,3,10,0,38,0,0,3,3,0,6,0,0,0,0,0,0,78,36,23,655,6,798,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,27,0,41,70,30,16,64,4,184,22,6,5,158,404,595,736,353,223,6025,520,7857,20,208
LGA42600,162,1178,854,8956,217,11367,0,9,0,28,0,37,410,24,12,42,5,493,115,16,10,39,9,189,337,83,37,123,6,586,4004,1163,852,8338,270,14627,120,0,17,0,0,137,98,10,13,80,9,210,491,174,94,1639,30,2428,286,66,22,131,11,516,62,13,5,16,0,96,343,21,4,3,4,375,728,227,139,2689,63,3846,563,159,56,481,28,1287,48,0,0,6,0,54,36,7,4,38,0,85,22,0,4,4,0,30,70,13,7,43,0,133,45,4,7,4,0,60,123,43,31,8,3,208,210,25,20,76,3,334,109,10,3,8,0,130,4,0,0,0,0,4,879,307,173,1891,54,3304,52,14,0,3,0,69,141,16,3,4,0,164,60,7,5,20,4,96,28,0,0,0,3,31,35,4,14,0,4,57,158,28,24,105,4,319,1537,212,113,279,30,2171,122,15,13,283,1675,2108,9756,2341,1565,18663,2280,34605,179,1295
LGA42750,18,127,95,1555,31,1826,0,0,0,4,0,4,8,0,3,4,0,15,0,0,0,5,0,5,55,10,8,16,0,89,340,126,107,1377,32,1982,17,0,4,0,0,21,17,0,0,7,0,24,47,18,23,285,0,373,6,3,0,6,0,15,5,0,0,0,0,5,0,0,0,0,0,0,52,18,11,256,9,346,26,10,3,23,0,62,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,7,4,0,11,51,10,5,4,0,70,11,8,0,0,0,19,0,0,0,6,0,6,4,0,0,0,0,4,0,0,0,0,0,0,72,26,29,295,4,426,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,4,0,4,8,0,0,0,0,8,6,0,0,0,0,6,5,5,0,16,0,26,82,17,18,52,4,173,4,7,6,79,185,281,706,244,187,3033,251,4421,23,143
LGA43080,0,11,18,357,13,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,42,27,14,333,15,431,8,0,0,0,0,8,0,0,0,0,0,0,0,3,3,194,6,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59,4,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,67,6,84,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,5,16,7,0,3,0,26,0,0,0,23,42,65,86,33,35,808,68,1030,0,22
LGA43220,0,9,23,464,7,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,15,25,391,10,459,0,0,0,0,0,0,0,0,0,4,0,4,7,3,5,159,5,179,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,49,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,92,0,100,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,19,0,0,0,19,46,65,41,29,34,921,66,1091,3,16
LGA43360,6,45,51,947,6,1055,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,11,0,30,101,43,55,779,34,1012,0,0,0,0,0,0,5,0,0,5,0,10,14,4,8,165,3,194,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,11,7,12,126,7,163,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,13,11,172,7,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27,9,6,21,0,63,0,3,0,54,78,135,178,73,94,1816,116,2277,3,39
LGA43650,46,520,423,4613,107,5709,0,0,0,20,0,20,18,0,8,8,0,34,3,6,0,8,0,17,139,40,33,70,0,282,1612,497,486,3421,122,6138,27,6,7,0,0,40,15,8,0,28,0,51,154,80,89,1766,27,2116,21,10,0,18,0,49,15,0,0,8,0,23,7,3,0,4,0,14,191,80,52,826,15,1164,101,48,22,148,8,327,3,0,0,0,0,3,3,0,0,10,0,13,0,0,0,0,0,0,17,13,8,18,0,56,9,3,5,0,0,17,29,10,12,3,0,54,35,18,10,44,0,107,14,12,3,6,0,35,0,0,0,0,0,0,269,75,67,650,20,1081,14,0,0,3,0,17,14,0,6,0,0,20,18,4,0,16,0,38,0,0,0,0,0,0,3,3,8,0,0,14,45,12,0,33,0,90,181,60,40,121,11,413,47,6,9,165,347,574,2556,905,758,8969,595,13783,61,585
LGA43710,12,126,89,2032,35,2294,0,0,0,31,0,31,3,0,0,4,0,7,8,4,0,6,4,22,38,13,10,11,0,72,190,135,116,1572,38,2051,9,0,6,0,0,15,0,0,6,14,0,20,30,21,15,396,6,468,5,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,23,16,14,362,9,424,11,5,4,43,0,63,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,3,3,0,11,7,0,0,0,0,7,11,0,0,0,0,11,10,5,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,45,28,12,338,7,430,0,0,0,0,0,0,3,7,0,0,0,10,4,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,24,47,18,21,30,0,116,4,0,4,70,209,287,411,248,186,3782,298,4925,7,150
LGA43790,57,235,169,4170,72,4703,0,0,0,32,5,37,4,0,0,4,0,8,10,0,0,5,0,15,59,31,14,25,0,129,419,241,176,3256,60,4152,16,0,10,0,0,26,12,4,4,24,0,44,83,53,51,2194,24,2405,104,8,4,48,5,169,15,7,0,0,0,22,73,0,0,4,3,80,35,25,14,612,6,692,100,37,15,130,0,282,12,0,0,0,0,12,0,0,0,4,0,4,0,0,0,0,0,0,3,4,0,3,0,10,13,3,3,6,0,25,10,3,8,0,0,21,22,0,12,33,0,67,7,0,0,4,0,11,0,0,0,0,0,0,80,47,43,588,15,773,0,0,0,0,0,0,14,0,0,3,0,17,9,0,0,6,0,15,5,0,0,0,0,5,9,0,0,0,0,9,15,0,3,42,0,60,188,30,22,86,10,336,36,10,8,202,326,582,1240,467,331,8749,496,11283,36,229
LGA44000,0,0,0,13,0,13,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,0,0,0,57,14,71,0,0
